disasterNumber,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,state,declarationDate,disasterType,incidentType,title
261,0,1,1,1,CO,1969-05-19T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
262,0,1,1,1,IL,1969-06-06T00:00:00 -04:00,DR,Flood,FLOODING
263,0,1,1,1,TN,1969-07-11T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
264,0,1,1,1,WI,1969-07-11T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
265,0,1,1,1,KY,1969-07-15T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
298,0,1,1,1,VI,1970-10-17T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
299,0,1,1,1,CA,1971-02-09T00:00:00 -05:00,DR,Earthquake,SAN FERNANDO EARTHQUAKE
300,0,0,1,1,WA,1971-02-09T00:00:00 -05:00,DR,Flood,"HEAVY RAINS, MELTING SNOWS & FLOODING"
301,0,1,1,1,OR,1971-02-13T00:00:00 -05:00,DR,Flood,STORMS & FLOODING
302,0,1,1,1,MS,1971-02-22T00:00:00 -05:00,DR,Tornado,STORMS & TORNADOES
303,0,1,1,1,NE,1971-02-23T00:00:00 -05:00,DR,Flood,FLOODS
304,0,1,1,1,FL,1971-03-15T00:00:00 -05:00,DR,Freezing,FREEZE
305,0,1,1,1,KY,1971-05-10T00:00:00 -04:00,DR,Tornado,TORNADO
306,0,1,1,1,TN,1971-05-18T00:00:00 -04:00,DR,Tornado,TORNADO
307,0,0,1,0,FM,1971-05-18T00:00:00 -04:00,DR,Typhoon,TYPHOON AMY
308,0,0,1,1,NE,1971-07-07T00:00:00 -04:00,DR,Flood,FLOODS
309,0,1,1,1,MD,1971-08-17T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
310,0,1,1,1,NJ,1971-09-04T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
341,0,1,1,1,MD,1972-06-23T00:00:00 -04:00,DR,Flood,TROPICAL STORM AGNES
342,0,1,1,1,CA,1972-06-27T00:00:00 -04:00,DR,Flood,FLOODING CAUSED BY LEVEE BREAK
343,0,1,1,1,AZ,1972-07-03T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
344,0,1,1,1,WV,1972-07-03T00:00:00 -04:00,DR,Flood,TROPICAL STORM AGNES
345,0,1,1,1,OH,1972-07-19T00:00:00 -04:00,DR,Flood,TROPICAL STORM AGNES
346,0,1,1,1,NM,1972-08-01T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
347,0,1,1,1,MN,1972-08-01T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
348,0,0,1,1,IA,1972-08-18T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
349,0,1,1,1,WV,1972-08-23T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
373,0,1,1,1,IL,1973-04-26T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
374,0,1,1,1,LA,1973-04-27T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
375,0,1,1,1,AR,1973-04-27T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
376,0,1,1,1,WI,1973-04-27T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
184,0,1,1,1,OR,1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING
185,0,1,1,1,WA,1964-12-29T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING
186,0,1,1,1,ID,1964-12-31T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING
187,0,1,1,1,NV,1965-01-18T00:00:00 -05:00,DR,Flood,"SEVERE STORMS, HEAVY RAINS & FLOODING"
210,0,1,1,1,MS,1965-09-25T00:00:00 -04:00,DR,Hurricane,HURRICANE BETSY
211,0,1,1,1,CA,1965-12-07T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING
212,0,1,1,1,CA,1966-01-22T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
213,0,1,1,1,AS,1966-02-10T00:00:00 -05:00,DR,Typhoon,TYPHOON & HIGH TIDES
214,0,1,1,1,GA,1966-03-14T00:00:00 -04:00,DR,Flood,FLOODING
215,0,1,1,1,MN,1966-03-22T00:00:00 -04:00,DR,Flood,FLOODING
216,0,1,1,1,ND,1966-03-23T00:00:00 -04:00,DR,Flood,FLOODING
217,0,1,1,1,AZ,1966-04-30T00:00:00 -04:00,DR,Flood,FLOODING
254,0,1,1,1,AR,1969-02-15T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
283,0,1,1,1,CA,1970-02-16T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
284,0,1,1,1,ME,1970-02-27T00:00:00 -05:00,DR,Flood,"SEVERE STORMS, ICE JAMS & FLOODING"
285,0,1,1,1,AL,1970-04-09T00:00:00 -05:00,DR,Severe Storm(s),"HEAVY RAINS, TORNADOES & FLOODING"
286,0,1,1,1,TX,1970-05-13T00:00:00 -04:00,DR,Tornado,"TORNADOES, WINDSTORMS & FLOODING"
287,0,1,1,1,ND,1970-06-05T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
288,0,1,1,1,KY,1970-06-05T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
289,0,0,1,1,FL,1970-07-03T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
290,0,0,1,1,NY,1970-07-22T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
291,0,1,1,1,MN,1970-07-22T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
378,0,0,1,1,KS,1973-05-02T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
379,0,0,1,1,CO,1973-05-08T00:00:00 -04:00,DR,Dam/Levee Break,DAM FAILURE
380,0,0,1,1,NM,1973-05-11T00:00:00 -04:00,DR,Flood,"SEVERE STORMS, SNOW MELT & FLOODING"
381,0,1,1,1,KY,1973-05-11T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
382,0,1,1,1,TN,1973-05-11T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
383,0,0,1,1,HI,1973-05-16T00:00:00 -04:00,DR,Earthquake,EARTHQUAKE
384,0,0,1,1,ME,1973-05-23T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
385,0,1,1,1,CO,1973-05-23T00:00:00 -04:00,DR,Flood,"HEAVY RAINS, SNOWMELT AND FLOODING"
386,0,1,1,1,IA,1973-05-23T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
387,0,1,1,1,FL,1973-05-26T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
388,0,1,1,1,AL,1973-05-29T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
389,0,1,1,1,AR,1973-05-29T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
333,0,1,1,1,TX,1972-05-20T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
334,0,1,1,1,WA,1972-06-10T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
335,0,1,1,1,ND,1972-06-10T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
336,0,1,1,1,SD,1972-06-10T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
337,0,1,1,1,FL,1972-06-23T00:00:00 -04:00,DR,Coastal Storm,TROPICAL STORM AGNES
338,0,1,1,1,NY,1972-06-23T00:00:00 -04:00,DR,Flood,TROPICAL STORM AGNES
369,0,1,1,1,AL,1973-03-27T00:00:00 -05:00,DR,Tornado,TORNADOES & FLOODING
370,0,1,1,1,GA,1973-04-04T00:00:00 -05:00,DR,Tornado,TORNADOES & FLOODING
371,0,1,1,1,MI,1973-04-12T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
372,0,1,1,1,MO,1973-04-19T00:00:00 -05:00,DR,Severe Storm(s),"HEAVY RAINS, TORNADOES & FLOODING"
195,0,1,1,1,ND,1965-05-10T00:00:00 -04:00,DR,Flood,FLOODING
196,0,1,1,1,WA,1965-05-11T00:00:00 -04:00,DR,Earthquake,EARTHQUAKE
197,0,1,1,1,SD,1965-05-26T00:00:00 -04:00,DR,Flood,FLOODING
198,0,1,1,1,MO,1965-06-14T00:00:00 -04:00,DR,Severe Storm(s),FLOODING
199,0,1,1,1,TX,1965-06-19T00:00:00 -04:00,DR,Tornado,TORNADOES & FLOODING
200,0,1,1,1,CO,1965-06-19T00:00:00 -04:00,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
201,0,1,1,1,KS,1965-06-23T00:00:00 -04:00,DR,Flood,FLOODING
202,0,1,1,1,NM,1965-07-01T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
232,0,1,1,1,TX,1967-09-28T00:00:00 -04:00,DR,Hurricane,HURRICANE BEULAH
233,0,1,1,1,NY,1967-10-30T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
234,0,1,1,1,NC,1968-02-10T00:00:00 -05:00,DR,Severe Ice Storm,SEVERE ICE STORM
235,0,1,1,0,PW,1968-04-18T00:00:00 -04:00,DR,Typhoon,TYPHOON JEAN
236,0,1,1,1,AR,1968-05-03T00:00:00 -04:00,DR,Tornado,TORNADO & SEVERE STORM
237,0,1,1,1,KY,1968-05-04T00:00:00 -04:00,DR,Tornado,TORNADOES & SEVERE STORMS
238,0,1,1,1,OH,1968-05-04T00:00:00 -04:00,DR,Tornado,TORNADOES & SEVERE STORMS
239,0,1,1,1,AR,1968-05-29T00:00:00 -04:00,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
240,0,1,1,1,IA,1968-05-29T00:00:00 -04:00,DR,Tornado,TORNADOES & SEVERE STORMS
241,0,1,1,1,OK,1968-05-29T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
266,0,1,1,1,OH,1969-07-15T00:00:00 -04:00,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
267,0,1,1,1,KS,1969-07-15T00:00:00 -04:00,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
268,0,1,1,1,MN,1969-08-05T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
311,0,0,1,1,NY,1971-09-13T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
312,0,1,1,1,PA,1971-09-18T00:00:00 -04:00,DR,Flood,FLOODS
313,0,1,1,1,TX,1971-09-18T00:00:00 -04:00,DR,Flood,"HEAVY RAINS, HIGH WINDS & FLOODING"
314,0,1,1,1,OK,1971-09-28T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODS
315,0,0,1,1,LA,1971-10-13T00:00:00 -04:00,DR,Hurricane,HURRICANE EDITH
316,0,0,1,1,CA,1972-01-11T00:00:00 -05:00,DR,Flood,"WINDS, FLOODING, MUDSLIDES"
317,0,1,1,1,OK,1972-01-14T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
350,0,1,1,1,MN,1972-08-25T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
351,0,1,1,1,IL,1972-09-04T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
352,0,1,1,1,WI,1972-09-10T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
353,0,1,1,1,NM,1972-09-20T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
354,0,0,1,1,IA,1972-09-26T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
355,0,0,1,1,PA,1972-09-28T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
356,0,1,0,0,ME,1972-09-28T00:00:00 -04:00,DR,Fishing Losses,TOXIC ALGAE IN COASTAL WATERS
357,0,1,0,0,MA,1972-09-28T00:00:00 -04:00,DR,Fishing Losses,TOXIC ALGAE IN COASTAL WATERS
358,0,0,1,1,VA,1972-10-07T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
359,0,1,1,1,VA,1972-10-10T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
360,0,1,1,1,AZ,1972-10-25T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
361,0,0,1,1,NM,1972-11-20T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING
362,0,1,1,1,OH,1972-11-24T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
377,0,1,1,1,OH,1973-04-27T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
414,0,1,1,1,WA,1974-01-25T00:00:00 -04:00,DR,Flood,"SEVERE STORMS, SNOWMELT & FLOODING"
415,0,1,1,1,ID,1974-01-25T00:00:00 -04:00,DR,Flood,"SEVERE STORMS, SNOWMELT & FLOODING"
416,0,1,1,1,WV,1974-01-29T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
417,0,1,1,1,MT,1974-01-29T00:00:00 -04:00,DR,Flood,"SEVERE STORMS, FLOODING & LANDSLIDES"
418,0,1,1,1,LA,1974-02-23T00:00:00 -04:00,DR,Flood,FLOODING
419,0,1,1,1,OK,1974-03-22T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
420,0,1,1,1,KY,1974-04-04T00:00:00 -04:00,DR,Tornado,TORNADOES
421,0,1,1,1,OH,1974-04-04T00:00:00 -04:00,DR,Tornado,TORNADOES
422,0,1,1,1,AL,1974-04-04T00:00:00 -04:00,DR,Tornado,TORNADOES
406,0,1,1,1,NE,1973-10-20T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
407,0,1,1,1,MO,1973-11-01T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
408,0,1,1,1,AK,1973-11-07T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING
409,0,1,1,1,OK,1973-12-10T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
410,0,1,1,1,ME,1974-01-18T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
411,0,1,1,1,NH,1974-01-21T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
412,0,1,1,1,CA,1974-01-25T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
413,0,1,1,1,OR,1974-01-25T00:00:00 -04:00,DR,Flood,"SEVERE STORMS, SNOWMELT & FLOODING"
423,0,1,1,1,IN,1974-04-04T00:00:00 -04:00,DR,Tornado,TORNADOES
424,0,1,1,1,TN,1974-04-04T00:00:00 -04:00,DR,Tornado,TORNADOES
425,0,1,1,1,GA,1974-04-05T00:00:00 -04:00,DR,Tornado,TORNADOES
398,0,1,1,1,TX,1973-07-11T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
399,0,1,1,1,NH,1973-07-11T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
400,0,1,1,1,PA,1973-07-17T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
401,0,1,1,1,NY,1973-07-20T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
402,0,1,1,1,NJ,1973-08-07T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
403,0,1,1,1,KS,1973-09-28T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
404,0,1,1,1,OK,1973-10-13T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
405,0,1,1,1,MA,1973-10-16T00:00:00 -04:00,DR,Fire,FIRE (CITY OF CHELSEA)
390,0,1,1,1,OH,1973-06-04T00:00:00 -04:00,DR,Mud/Landslide,MUDSLIDES
391,0,1,1,1,GA,1973-06-11T00:00:00 -04:00,DR,Tornado,SEVERE STORMS & TORNADOES
392,0,1,1,1,OK,1973-06-13T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, & TORNADOES"
393,0,1,1,1,TX,1973-06-25T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
394,0,1,1,1,NC,1973-06-25T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
395,0,1,1,1,TN,1973-06-28T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
396,0,0,1,1,CO,1973-07-06T00:00:00 -04:00,DR,Flood,FLOODING & LANDSLIDES
397,0,1,1,1,VT,1973-07-06T00:00:00 -04:00,DR,Flood,"SEVERE STORMS, FLOODING, & LANDSLIDES"
426,0,1,0,0,WV,1974-04-11T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
427,0,1,1,1,IL,1974-04-11T00:00:00 -04:00,DR,Tornado,TORNADOES
428,0,1,1,1,NC,1974-04-12T00:00:00 -04:00,DR,Tornado,TORNADOES
429,0,1,1,1,MI,1974-04-12T00:00:00 -04:00,DR,Tornado,TORNADOES
430,0,1,1,1,MS,1974-04-18T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
431,0,1,1,1,WI,1974-04-26T00:00:00 -04:00,DR,Tornado,TORNADOES
432,0,0,1,1,CA,1974-05-07T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
433,0,1,0,0,HI,1974-05-07T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
434,0,1,1,1,ND,1974-05-14T00:00:00 -04:00,DR,Flood,"HEAVY RAINS, SNOWMELT & FLOODING"
435,0,1,1,1,AR,1974-05-31T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
436,0,1,1,1,OH,1974-05-31T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
437,0,1,1,1,AR,1974-06-08T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
438,0,1,1,1,IL,1974-06-10T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
439,0,1,1,1,MO,1974-06-10T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
440,0,1,1,1,MN,1974-06-10T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
441,0,1,1,1,OK,1974-06-10T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
442,0,1,1,1,KS,1974-06-10T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
443,0,1,1,1,IA,1974-06-24T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
444,0,1,0,0,AK,1974-06-24T00:00:00 -04:00,DR,Freezing,FREEZE IN SPAWNING AREAS OF RED SALMON
445,0,1,1,1,OH,1974-07-11T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
446,0,1,1,1,MN,1974-07-13T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
447,0,1,1,1,NY,1974-07-23T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
448,0,1,1,1,LA,1974-09-23T00:00:00 -04:00,DR,Hurricane,HURRICANE CARMEN
449,0,1,0,0,AS,1974-09-30T00:00:00 -04:00,DR,Drought,DROUGHT
450,0,1,1,1,LA,1974-11-01T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS
451,0,1,1,1,VI,1974-11-14T00:00:00 -05:00,DR,Flood,"SEVERE STORMS, LANDSLIDES & FLOODING"
452,0,1,1,1,AK,1974-11-14T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
453,0,1,1,1,OK,1974-11-26T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
454,0,1,1,1,TX,1974-11-30T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
455,0,1,1,1,PR,1974-11-30T00:00:00 -05:00,DR,Flood,FLOODING
456,0,1,1,1,MS,1975-01-30T00:00:00 -05:00,DR,Tornado,TORNADOES
457,0,1,1,1,TX,1975-02-15T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
458,0,1,1,1,AL,1975-03-14T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
459,0,1,1,1,TN,1975-03-22T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
460,0,1,1,1,GA,1975-03-29T00:00:00 -04:00,DR,Tornado,"TORNADOES, HIGH WINDS & HEAVY RAINS"
461,0,1,1,1,KY,1975-03-29T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
462,0,1,1,1,TX,1975-04-01T00:00:00 -04:00,DR,Tornado,TORNADOES
463,0,1,1,1,AR,1975-04-01T00:00:00 -04:00,DR,Tornado,SEVERE STORMS & TORNADOES
464,0,1,1,1,AL,1975-04-23T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
465,0,1,1,1,MI,1975-04-26T00:00:00 -04:00,DR,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING"
466,0,1,1,1,MO,1975-05-03T00:00:00 -04:00,DR,Tornado,"TORNADOES, HIGH WINDS & HAIL"
467,0,1,1,1,NE,1975-05-07T00:00:00 -04:00,DR,Tornado,SEVERE STORMS & TORNADOES
468,0,1,1,1,KY,1975-05-24T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
469,0,1,1,1,ND,1975-05-24T00:00:00 -04:00,DR,Flood,FLOODING FROM RAINS & SNOWMELT
470,0,1,1,1,LA,1975-06-06T00:00:00 -04:00,DR,Severe Storm(s),"HEAVY RAINS, TORNADOES & FLOODING"
471,0,1,1,1,AR,1975-06-07T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
472,0,1,1,1,MT,1975-06-28T00:00:00 -04:00,DR,Flood,"RAINS, SHOWMELT, STORMS & FLOODING"
473,0,1,1,1,MN,1975-07-05T00:00:00 -04:00,DR,Flood,FLOODING
474,0,1,1,1,OK,1975-07-09T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING & TORNADOES"
475,0,1,1,1,ND,1975-07-11T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
476,0,1,1,1,MN,1975-07-17T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
477,0,1,1,1,NJ,1975-07-23T00:00:00 -04:00,DR,Flood,"HEAVY RAINS, HIGH WINDS, HAIL & TORNADOES"
478,0,1,1,1,IL,1975-07-25T00:00:00 -04:00,DR,Tornado,TORNADO
479,0,1,1,1,FL,1975-08-22T00:00:00 -04:00,DR,Flood,FLOODING
480,0,1,1,1,OH,1975-09-11T00:00:00 -04:00,DR,Flood,"WINDS, TORNADOES, HEAVY RAINS & FLOODING"
481,0,1,1,1,WV,1975-09-12T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
482,0,1,1,1,WI,1975-09-15T00:00:00 -04:00,DR,Severe Storm(s),"HEAVY RAINS, TORNADOES & FLASH FLOODS"
483,0,1,1,1,PR,1975-09-19T00:00:00 -04:00,DR,Flood,TROPICAL STORM ELIOISE
484,0,1,1,1,FL,1975-09-26T00:00:00 -04:00,DR,Flood,"HIGH WINDS, HEAVY RAINS & FLOODING"
485,0,1,1,1,PA,1975-09-26T00:00:00 -04:00,DR,Flood,"SEVERE STORMS, HEAVY RAINS & FLOODING"
486,0,1,1,1,MI,1975-09-30T00:00:00 -04:00,DR,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING"
487,0,1,1,1,NY,1975-10-02T00:00:00 -04:00,DR,Flood,"STORMS, RAINS, LANDSLIDES & FLOODING"
488,0,1,1,1,AL,1975-10-02T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
489,0,1,1,1,MD,1975-10-04T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING
490,0,1,1,1,HI,1975-12-07T00:00:00 -05:00,DR,Earthquake,"EARTHQUAKE, SEISMIC WAVES & VOLCANIC ERUPTION"
491,0,1,1,1,OK,1975-12-10T00:00:00 -05:00,DR,Tornado,SEVERE STORMS & TORNADOES
492,0,1,1,1,WA,1975-12-13T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
493,0,1,1,1,AK,1975-12-18T00:00:00 -05:00,DR,Fire,FIRE & FREEZING
494,0,1,1,1,NY,1976-03-19T00:00:00 -05:00,DR,Severe Ice Storm,"ICE STORM,SEVERE STORMS & FLOODING"
495,0,1,1,1,MI,1976-03-19T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, ICING & FLOODING"
496,0,1,1,1,WI,1976-03-23T00:00:00 -05:00,DR,Flood,"SEVERE STORMS, ICING, WIND & FLOODING"
497,0,1,1,1,OK,1976-04-01T00:00:00 -05:00,DR,Tornado,SEVERE STORMS & TORNADOES
498,0,1,1,1,AR,1976-04-01T00:00:00 -05:00,DR,Tornado,TORNADOES
499,0,1,1,1,MS,1976-04-01T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
500,0,0,1,1,NE,1976-04-08T00:00:00 -05:00,DR,Severe Ice Storm,ICE STORMS & HIGH WINDS
501,0,1,1,1,ND,1976-04-16T00:00:00 -05:00,DR,Flood,FLOODING
502,0,1,1,0,PW,1976-04-22T00:00:00 -05:00,DR,Typhoon,TYPHOON MARIE
503,0,1,1,1,GU,1976-05-22T00:00:00 -04:00,DR,Typhoon,TYPHOON PAMELA
504,0,1,1,1,OK,1976-06-05T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
505,0,1,1,1,ID,1976-06-06T00:00:00 -04:00,DR,Flood,"DAM COLLAPSE, FLOODING"
506,0,1,1,0,PW,1976-06-08T00:00:00 -04:00,DR,Typhoon,TYPHOON PAMELA
507,0,1,1,1,GA,1976-06-11T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
508,0,1,1,0,MP,1976-06-17T00:00:00 -04:00,DR,Typhoon,TYPHOONS PAMELA & THERESE
509,0,1,1,1,IL,1976-06-18T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES  & FLOODING"
510,0,1,1,1,TX,1976-06-19T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
511,0,1,1,1,SD,1976-06-25T00:00:00 -04:00,DR,Flood,FLASH FLOODING & MUDSLIDES
512,0,0,1,1,NY,1976-06-29T00:00:00 -04:00,DR,Flood,FLASH FLOODING
513,0,1,1,1,PA,1976-07-07T00:00:00 -04:00,DR,Flood,"HIGH WINDS, FLASH FLOODS"
514,0,1,1,1,KS,1976-07-13T00:00:00 -04:00,DR,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING"
515,0,1,1,1,NY,1976-07-21T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
516,0,1,1,1,MO,1976-07-21T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
517,0,1,1,1,CO,1976-08-02T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLASH FLOODING
518,0,1,1,1,VT,1976-08-05T00:00:00 -04:00,DR,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING"
519,0,1,1,1,NJ,1976-08-21T00:00:00 -04:00,DR,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING"
520,0,1,1,1,NY,1976-09-03T00:00:00 -04:00,DR,Hurricane,HURRICANE BELLE
521,0,1,1,1,CA,1976-09-21T00:00:00 -04:00,DR,Flood,"FLOODING, TROPICAL STORM KATHLEEN"
522,0,1,1,1,MD,1976-10-14T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
523,0,1,1,1,PA,1976-10-20T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
524,0,1,0,0,MD,1977-01-26T00:00:00 -05:00,DR,Snow,ICE CONDITIONS
